1,1,1,1,3,0.04937
2,1,1,1,3,0.03869
3,1,1,0,-,0.00323
4,1,1,1,3,0.17302
5,1,1,2,3,0.06955
6,1,1,1,3,0.13705
7,1,1,1,3,0.0887
8,1,1,1,2,4.56995
9,1,1,1,3,0.04085
10,1,1,1,3,0.24856
11,1,1,1,3,0.03025
12,1,1,1,3,0.00412
13,1,1,1,3,0.24479
14,1,1,1,1,0.81707
15,1,1,1,3,0.03085
16,1,1,1,3,0.05437
17,1,1,1,3,0.03698
18,1,1,1,3,0.16857
19,1,1,1,3,0.04202
20,1,1,1,3,0.00167
21,1,1,1,3,0.001
22,1,1,1,3,0.0067
23,1,1,1,3,0.04105
24,1,1,1,3,0.00738
25,1,1,1,3,0.02167
26,1,1,1,3,0.001
27,1,1,1,3,0.00287
28,1,1,1,3,0.19756
29,1,1,1,3,0.00175
30,1,1,1,3,0.2565
31,1,1,1,1,0.90605
32,1,1,1,3,0.15384
33,1,1,1,1,2.28327
34,1,1,1,2,46.1424
35,1,1,1,2,56.9338
36,1,1,1,3,0.00991
37,1,1,0,-,60.9297
38,1,1,1,1,0.56477
39,1,1,1,3,0.33052
40,1,1,0,-,0.51045
41,1,1,0,-,42.9882
42,1,1,1,3,0.06642
43,1,1,0,-,0.00625
1,2,1,1,3,0.22611
2,2,1,1,3,0.06022
3,2,1,1,1,0.40106
4,2,1,1,3,0.16908
5,2,1,1,3,0.35106
6,2,1,1,2,7.85078
7,2,1,1,3,0.04975
8,2,1,1,3,0.28315
9,2,1,1,1,1.43709
10,2,1,1,1,0.40876
11,2,1,1,2,1.39995
12,2,1,1,3,0.08016
13,2,1,1,3,0.00126
14,2,1,1,1,1.42012
15,2,1,1,1,0.88676
16,2,1,1,3,0.02273
17,2,1,1,3,0.02544
18,2,1,1,3,0.00792
19,2,1,1,3,0.03263
20,2,1,1,3,0.00428
21,2,1,1,3,0.00208
22,2,1,1,3,0.02404
23,2,1,1,3,0.00948
24,2,1,1,3,0.01082
25,2,1,1,3,0.001
26,2,1,1,3,0.001
27,2,1,1,3,0.01902
28,2,1,1,3,0.00945
29,2,1,1,3,0.00311
30,2,1,1,3,0.03478
31,2,1,1,1,0.93401
32,2,1,1,2,8.55703
33,2,1,1,1,0.97139
34,2,1,1,2,22.526
35,2,1,1,2,288
36,2,1,1,2,8.16595
37,2,1,1,2,15.1161
38,2,1,1,2,3.80545
39,2,1,1,2,2.38285
40,2,1,1,3,0.18915
41,2,1,0,-,0.25188
42,2,1,0,-,0.02031
43,2,1,0,-,0.00616
1,3,1,2,2,56.0843
2,3,1,1,3,0.02503
3,3,1,1,3,0.01389
4,3,1,1,3,0.50479
5,3,1,1,3,0.1678
6,3,1,1,3,0.0176
7,3,1,1,3,0.01351
8,3,1,1,3,0.05508
